#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPSTI1	IFI6	9606.ENSP00000318982	9606.ENSP00000342513	0	0	0	0	0.466	0	0	0.552	0.750
EPSTI1	HELZ2	9606.ENSP00000318982	9606.ENSP00000417401	0	0	0	0	0.544	0	0	0.489	0.757
EPSTI1	GBP1	9606.ENSP00000318982	9606.ENSP00000359504	0	0	0	0	0.648	0	0	0.400	0.780
EPSTI1	ISG15	9606.ENSP00000318982	9606.ENSP00000496832	0	0	0	0	0.646	0	0	0.448	0.796
EPSTI1	OAS1	9606.ENSP00000318982	9606.ENSP00000388001	0	0	0	0	0.668	0	0	0.447	0.808
EPSTI1	IFIT2	9606.ENSP00000318982	9606.ENSP00000490935	0	0	0	0	0.637	0	0	0.492	0.808
EPSTI1	STAT1	9606.ENSP00000318982	9606.ENSP00000354394	0	0	0	0	0.768	0	0	0.325	0.837
EPSTI1	IFIH1	9606.ENSP00000318982	9606.ENSP00000497271	0	0	0	0	0.786	0	0	0.331	0.851
EPSTI1	XAF1	9606.ENSP00000318982	9606.ENSP00000354822	0	0	0	0	0.768	0	0	0.431	0.862
EPSTI1	PARP14	9606.ENSP00000318982	9606.ENSP00000418194	0	0	0	0	0.792	0	0	0.366	0.862
EPSTI1	SAMD9L	9606.ENSP00000318982	9606.ENSP00000326247	0	0	0	0	0.780	0	0	0.519	0.890
EPSTI1	OAS2	9606.ENSP00000318982	9606.ENSP00000342278	0	0	0	0	0.789	0	0	0.506	0.891
EPSTI1	IFIT3	9606.ENSP00000318982	9606.ENSP00000360876	0	0	0	0	0.777	0	0	0.558	0.897
EPSTI1	PARP9	9606.ENSP00000318982	9606.ENSP00000353512	0	0	0	0	0.796	0	0	0.530	0.900
EPSTI1	RSAD2	9606.ENSP00000318982	9606.ENSP00000371471	0	0	0	0	0.800	0	0	0.521	0.900
EPSTI1	IFI44	9606.ENSP00000318982	9606.ENSP00000359783	0	0	0	0	0.792	0	0	0.581	0.909
EPSTI1	MX1	9606.ENSP00000318982	9606.ENSP00000381601	0	0	0	0	0.823	0	0	0.541	0.915
EPSTI1	IFI44L	9606.ENSP00000318982	9606.ENSP00000359787	0	0	0	0	0.788	0	0	0.646	0.921
ERO1B	XBP1	9606.ENSP00000346635	9606.ENSP00000216037	0	0	0	0	0.049	0.079	0	0.618	0.636
ERO1B	FBXO6	9606.ENSP00000346635	9606.ENSP00000365944	0	0	0	0	0	0.361	0	0.173	0.449
ERO1B	HERPUD1	9606.ENSP00000346635	9606.ENSP00000409555	0	0	0	0	0.067	0	0	0.560	0.572
FADS6	GLS	9606.ENSP00000481684	9606.ENSP00000317379	0	0	0	0	0.055	0	0.585	0.132	0.629
FADS6	SHMT2	9606.ENSP00000481684	9606.ENSP00000333667	0	0	0	0	0	0	0.400	0.116	0.446
FADS6	MTHFD2	9606.ENSP00000481684	9606.ENSP00000377617	0.110	0	0	0	0	0	0.286	0.264	0.491
FADS6	OPLAH	9606.ENSP00000481684	9606.ENSP00000480476	0.042	0	0	0	0	0	0.555	0	0.555
FBLL1	YBX1	9606.ENSP00000473383	9606.ENSP00000361626	0	0	0	0	0.067	0.078	0	0.406	0.445
FBLL1	IFI35	9606.ENSP00000473383	9606.ENSP00000395590	0	0	0	0	0.191	0.746	0	0.087	0.796
FBLL1	WDR74	9606.ENSP00000473383	9606.ENSP00000432119	0	0	0	0	0.302	0.079	0	0.154	0.409
FBXO6	PARP9	9606.ENSP00000365944	9606.ENSP00000353512	0	0	0	0	0.401	0	0	0.186	0.492
FBXO6	STAT1	9606.ENSP00000365944	9606.ENSP00000354394	0	0	0	0	0.393	0.071	0	0.069	0.429
FBXO6	HELZ2	9606.ENSP00000365944	9606.ENSP00000417401	0	0	0	0	0.246	0	0	0.265	0.422
FBXO6	IFI35	9606.ENSP00000365944	9606.ENSP00000395590	0	0	0	0	0.629	0	0	0.064	0.637
FGF8	H3-3B	9606.ENSP00000321797	9606.ENSP00000254810	0	0	0	0	0	0.068	0	0.388	0.405
FGF8	ICAM1	9606.ENSP00000321797	9606.ENSP00000264832	0	0	0	0	0.074	0	0	0.447	0.466
FGF8	IL15	9606.ENSP00000321797	9606.ENSP00000296545	0	0	0	0	0.074	0	0	0.418	0.438
FGF8	VEGFD	9606.ENSP00000321797	9606.ENSP00000297904	0	0	0	0	0.058	0	0	0.479	0.488
FGF8	FOS	9606.ENSP00000321797	9606.ENSP00000306245	0	0	0	0	0.055	0	0	0.418	0.426
FGF8	SIX1	9606.ENSP00000321797	9606.ENSP00000494686	0	0	0	0	0	0	0	0.419	0.419
FGF8	TSKU	9606.ENSP00000321797	9606.ENSP00000434847	0	0	0	0	0	0	0	0.470	0.470
FGF8	JUN	9606.ENSP00000321797	9606.ENSP00000360266	0	0	0	0	0	0	0	0.479	0.479
FGF8	KLF4	9606.ENSP00000321797	9606.ENSP00000363804	0	0	0	0	0	0.045	0	0.491	0.493
FGF8	IGF2	9606.ENSP00000321797	9606.ENSP00000391826	0	0	0	0	0.042	0	0	0.625	0.625
FGF8	SDC1	9606.ENSP00000321797	9606.ENSP00000370542	0	0	0	0	0	0	0	0.759	0.759
FGR	IRF1	9606.ENSP00000363117	9606.ENSP00000245414	0	0	0	0	0.165	0.094	0	0.471	0.565
FGR	SHC2	9606.ENSP00000363117	9606.ENSP00000264554	0	0	0	0	0	0.073	0.900	0.132	0.912
FGR	ICAM1	9606.ENSP00000363117	9606.ENSP00000264832	0	0	0	0	0.117	0	0	0.475	0.516
FGR	PLCG2	9606.ENSP00000363117	9606.ENSP00000482457	0	0	0	0.560	0.202	0.046	0	0.501	0.587
FGR	ITGB2	9606.ENSP00000363117	9606.ENSP00000380948	0	0	0	0	0.492	0.071	0	0.341	0.662
FILIP1	WHAMM	9606.ENSP00000237172	9606.ENSP00000286760	0	0	0	0	0	0.098	0	0.586	0.611
FOS	NFE2L3	9606.ENSP00000306245	9606.ENSP00000056233	0	0	0	0	0.087	0.048	0	0.757	0.770
FOS	PPP1R15A	9606.ENSP00000306245	9606.ENSP00000200453	0	0	0	0	0.386	0	0	0.556	0.715
FOS	GADD45B	9606.ENSP00000306245	9606.ENSP00000215631	0	0	0	0	0.267	0	0	0.511	0.627
FOS	XBP1	9606.ENSP00000306245	9606.ENSP00000216037	0	0	0	0	0.115	0.333	0	0.430	0.634
FOS	RELB	9606.ENSP00000306245	9606.ENSP00000221452	0	0	0	0	0.067	0.094	0	0.455	0.499
FOS	NMI	9606.ENSP00000306245	9606.ENSP00000243346	0	0	0	0	0.042	0	0	0.645	0.645
FOS	IRF1	9606.ENSP00000306245	9606.ENSP00000245414	0	0	0	0	0.124	0.088	0	0.685	0.726
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0.066	0.861	0.826	0.359	0.900	0.984	0.999
FOS	GADD45G	9606.ENSP00000306245	9606.ENSP00000252506	0	0	0	0	0.137	0	0	0.364	0.428
FOS	H3-3B	9606.ENSP00000306245	9606.ENSP00000254810	0	0	0	0	0.096	0.112	0.500	0.591	0.813
FOS	MAP3K8	9606.ENSP00000306245	9606.ENSP00000263056	0	0	0	0	0.083	0.067	0	0.381	0.424
FOS	ICAM1	9606.ENSP00000306245	9606.ENSP00000264832	0	0	0	0	0.092	0	0	0.477	0.505
FOS	JDP2	9606.ENSP00000306245	9606.ENSP00000267569	0	0	0	0.762	0.125	0	0	0.697	0.723
FOS	PML	9606.ENSP00000306245	9606.ENSP00000268058	0	0	0	0	0.086	0.330	0	0.159	0.440
FOS	TLR3	9606.ENSP00000306245	9606.ENSP00000296795	0	0	0	0	0.083	0	0	0.401	0.427
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.809	0.907	0.900	0.995	0.999
FOS	XAF1	9606.ENSP00000306245	9606.ENSP00000354822	0	0	0	0	0.046	0.096	0	0.362	0.402
FOS	NFYA	9606.ENSP00000306245	9606.ENSP00000345702	0	0	0	0	0	0.053	0	0.412	0.419
FOS	SREBF1	9606.ENSP00000306245	9606.ENSP00000348069	0	0	0	0	0.042	0.091	0	0.389	0.422
FOS	IGF2	9606.ENSP00000306245	9606.ENSP00000391826	0	0	0	0	0.044	0	0	0.440	0.441
FOS	STAT2	9606.ENSP00000306245	9606.ENSP00000315768	0	0	0	0	0.093	0.046	0	0.411	0.446
FOS	TNFAIP3	9606.ENSP00000306245	9606.ENSP00000481570	0	0	0	0	0.167	0	0	0.366	0.450
FOS	IFNB1	9606.ENSP00000306245	9606.ENSP00000369581	0	0	0	0	0.083	0	0	0.448	0.472
FOS	UBE2C	9606.ENSP00000306245	9606.ENSP00000348838	0	0	0	0	0	0.068	0	0.461	0.476
FOS	IFIT3	9606.ENSP00000306245	9606.ENSP00000360876	0	0	0	0	0.098	0.078	0	0.444	0.497
FOS	OAS2	9606.ENSP00000306245	9606.ENSP00000342278	0	0	0	0	0.098	0	0	0.474	0.505
FOS	GPER1	9606.ENSP00000306245	9606.ENSP00000380281	0	0	0	0	0	0	0	0.516	0.516
FOS	OAS1	9606.ENSP00000306245	9606.ENSP00000388001	0	0	0	0	0.090	0	0	0.491	0.517
FOS	H2AJ	9606.ENSP00000306245	9606.ENSP00000438553	0	0	0	0	0.056	0.054	0.500	0.078	0.533
FOS	MX1	9606.ENSP00000306245	9606.ENSP00000381601	0	0	0	0	0.099	0.065	0	0.494	0.536
FOS	H2AC6	9606.ENSP00000306245	9606.ENSP00000367022	0	0	0	0	0.070	0.054	0.500	0.091	0.547
FOS	ISG15	9606.ENSP00000306245	9606.ENSP00000496832	0	0	0	0	0	0.066	0	0.535	0.547
FOS	NRL	9606.ENSP00000306245	9606.ENSP00000454062	0	0	0	0	0	0.383	0	0.307	0.554
FOS	H2BC3	9606.ENSP00000306245	9606.ENSP00000482674	0	0	0	0	0.044	0.072	0.500	0.145	0.569
FOS	IFIT1	9606.ENSP00000306245	9606.ENSP00000360869	0	0	0	0	0.084	0.078	0	0.530	0.569
FOS	SOCS1	9606.ENSP00000306245	9606.ENSP00000496577	0	0	0	0	0.088	0	0	0.610	0.629
FOS	MEF2C	9606.ENSP00000306245	9606.ENSP00000340874	0	0	0	0	0.057	0.070	0	0.614	0.632
FOS	IRF7	9606.ENSP00000306245	9606.ENSP00000380697	0	0	0	0	0.092	0.088	0	0.600	0.640
FOS	KLF4	9606.ENSP00000306245	9606.ENSP00000363804	0	0	0	0	0.445	0.066	0	0.478	0.705
FOS	TSC22D3	9606.ENSP00000306245	9606.ENSP00000361458	0	0	0	0	0.138	0.292	0	0.560	0.708
FOS	JAK2	9606.ENSP00000306245	9606.ENSP00000371067	0	0	0	0	0.086	0.096	0	0.683	0.715
FOS	IER2	9606.ENSP00000306245	9606.ENSP00000465617	0	0	0	0	0.597	0	0	0.515	0.796
FOS	MAFF	9606.ENSP00000306245	9606.ENSP00000442060	0	0	0	0	0.183	0.286	0	0.760	0.847
FOS	GATA3	9606.ENSP00000306245	9606.ENSP00000368632	0	0	0	0	0.043	0.245	0.500	0.678	0.868
FOS	ZFP36	9606.ENSP00000306245	9606.ENSP00000471239	0	0	0	0	0.793	0	0	0.434	0.878
FOS	STAT1	9606.ENSP00000306245	9606.ENSP00000354394	0	0	0	0	0.093	0.731	0	0.615	0.898
FOS	PRKACA	9606.ENSP00000306245	9606.ENSP00000309591	0	0	0	0	0	0.086	0.900	0.594	0.959
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.690	0.999	0.900	0.999	0.999
FOSB	PPP1R15A	9606.ENSP00000245919	9606.ENSP00000200453	0	0	0	0	0.487	0	0	0.298	0.624
FOSB	GADD45B	9606.ENSP00000245919	9606.ENSP00000215631	0	0	0	0	0.336	0	0	0.397	0.582
FOSB	TNFAIP3	9606.ENSP00000245919	9606.ENSP00000481570	0	0	0	0	0.226	0	0	0.271	0.412
FOSB	IFIT5	9606.ENSP00000245919	9606.ENSP00000360860	0	0	0	0	0	0.078	0	0.393	0.417
FOSB	NRL	9606.ENSP00000245919	9606.ENSP00000454062	0	0	0	0	0	0.203	0	0.370	0.476
FOSB	H2AC6	9606.ENSP00000245919	9606.ENSP00000367022	0	0	0	0	0	0.054	0.500	0	0.506
FOSB	H2AJ	9606.ENSP00000245919	9606.ENSP00000438553	0	0	0	0	0.042	0.054	0.500	0	0.507
FOSB	ICAM1	9606.ENSP00000245919	9606.ENSP00000264832	0	0	0	0	0.076	0	0	0.491	0.509
FOSB	H2BC3	9606.ENSP00000245919	9606.ENSP00000482674	0	0	0	0	0	0.072	0.500	0	0.516
FOSB	JDP2	9606.ENSP00000245919	9606.ENSP00000267569	0	0	0	0.766	0.104	0	0	0.508	0.540
FOSB	IFIT1	9606.ENSP00000245919	9606.ENSP00000360869	0	0	0	0	0	0.078	0	0.536	0.554
FOSB	MAFF	9606.ENSP00000245919	9606.ENSP00000442060	0	0	0	0	0.247	0.203	0	0.349	0.575
FOSB	KLF4	9606.ENSP00000245919	9606.ENSP00000363804	0	0	0	0	0.413	0.066	0	0.368	0.623
FOSB	H3-3B	9606.ENSP00000245919	9606.ENSP00000254810	0	0	0	0	0.071	0.112	0.500	0.381	0.710
FOSB	IER2	9606.ENSP00000245919	9606.ENSP00000465617	0	0	0	0	0.434	0	0	0.656	0.797
FOSB	ZFP36	9606.ENSP00000245919	9606.ENSP00000471239	0	0	0	0	0.783	0	0	0.516	0.890
FOSB	JUN	9606.ENSP00000245919	9606.ENSP00000360266	0	0	0	0	0.780	0.807	0.900	0.997	0.999
FOSB	JUNB	9606.ENSP00000245919	9606.ENSP00000303315	0	0	0	0	0.659	0.728	0.900	0.996	0.999
GADD45B	PPP1R15A	9606.ENSP00000215631	9606.ENSP00000200453	0	0	0	0	0.453	0	0	0.374	0.642
GADD45B	RIPK2	9606.ENSP00000215631	9606.ENSP00000220751	0	0	0	0	0.109	0	0	0.378	0.422
GADD45B	TRAF1	9606.ENSP00000215631	9606.ENSP00000362994	0	0	0	0	0.080	0	0	0.450	0.472
GADD45B	SERTAD1	9606.ENSP00000215631	9606.ENSP00000350633	0	0	0	0	0.461	0	0	0.174	0.536
GADD45B	IER2	9606.ENSP00000215631	9606.ENSP00000465617	0	0	0	0	0.430	0	0	0.254	0.556
GADD45B	TNFAIP3	9606.ENSP00000215631	9606.ENSP00000481570	0	0	0	0	0.338	0	0	0.384	0.575
GADD45B	ZFP36	9606.ENSP00000215631	9606.ENSP00000471239	0	0	0	0	0.529	0	0	0.159	0.587
GADD45B	JUNB	9606.ENSP00000215631	9606.ENSP00000303315	0	0	0	0	0.645	0	0	0.194	0.702
GADD45B	JUN	9606.ENSP00000215631	9606.ENSP00000360266	0	0	0	0	0.453	0	0	0.478	0.702
GADD45B	GADD45G	9606.ENSP00000215631	9606.ENSP00000252506	0	0	0.056	0.946	0.280	0	0.900	0.416	0.955
GADD45G	SLC25A25	9606.ENSP00000252506	9606.ENSP00000362160	0	0	0	0	0.110	0	0	0.353	0.400
GADD45G	JUN	9606.ENSP00000252506	9606.ENSP00000360266	0	0	0	0	0.168	0	0	0.352	0.437
GATA3	KRT14	9606.ENSP00000368632	9606.ENSP00000167586	0	0	0	0	0.056	0.094	0	0.519	0.553
GATA3	XBP1	9606.ENSP00000368632	9606.ENSP00000216037	0	0	0	0	0.067	0	0	0.447	0.462
GATA3	IL23A	9606.ENSP00000368632	9606.ENSP00000228534	0	0	0	0	0.090	0	0	0.378	0.410
GATA3	IRF1	9606.ENSP00000368632	9606.ENSP00000245414	0	0	0	0	0.047	0.080	0	0.436	0.462
GATA3	H3-3B	9606.ENSP00000368632	9606.ENSP00000254810	0	0	0	0	0	0.094	0.500	0.447	0.727
GATA3	LMO2	9606.ENSP00000368632	9606.ENSP00000257818	0	0	0	0	0	0.329	0.500	0.646	0.871
GATA3	PRKCQ	9606.ENSP00000368632	9606.ENSP00000263125	0	0	0	0	0.079	0.053	0	0.597	0.618
GATA3	IL15	9606.ENSP00000368632	9606.ENSP00000296545	0	0	0	0	0	0	0	0.526	0.526
GATA3	JUNB	9606.ENSP00000368632	9606.ENSP00000303315	0	0	0	0	0.048	0.118	0	0.397	0.449
GATA3	IL21R	9606.ENSP00000368632	9606.ENSP00000338010	0	0	0	0	0.100	0	0	0.439	0.474
GATA3	NFYA	9606.ENSP00000368632	9606.ENSP00000345702	0	0	0	0	0.062	0.114	0	0.435	0.489
GATA3	STAT1	9606.ENSP00000368632	9606.ENSP00000354394	0	0	0	0	0.067	0.221	0	0.786	0.831
GATA3	JUN	9606.ENSP00000368632	9606.ENSP00000360266	0	0	0	0	0.045	0.118	0.500	0.786	0.897
GATA3	KLF4	9606.ENSP00000368632	9606.ENSP00000363804	0	0	0	0	0.042	0.091	0	0.482	0.509
GATA3	H2AC6	9606.ENSP00000368632	9606.ENSP00000367022	0	0	0	0	0	0.050	0.500	0.051	0.509
GATA3	SOCS1	9606.ENSP00000368632	9606.ENSP00000496577	0	0	0	0	0.049	0	0	0.415	0.419
GATA3	SIX1	9606.ENSP00000368632	9606.ENSP00000494686	0	0	0	0	0	0	0	0.442	0.442
GATA3	H2AJ	9606.ENSP00000368632	9606.ENSP00000438553	0	0	0	0	0.048	0.050	0.500	0.051	0.513
GATA3	H2BC3	9606.ENSP00000368632	9606.ENSP00000482674	0	0	0	0	0	0.089	0.500	0	0.525
GATA3	PIAS1	9606.ENSP00000368632	9606.ENSP00000438574	0	0	0	0	0.052	0	0	0.530	0.536
GATA3	JAK2	9606.ENSP00000368632	9606.ENSP00000371067	0	0	0	0	0.056	0.093	0	0.543	0.574
GBP1	USP18	9606.ENSP00000359504	9606.ENSP00000215794	0	0	0	0	0.276	0	0	0.457	0.590
GBP1	PSME2	9606.ENSP00000359504	9606.ENSP00000216802	0	0	0	0	0.410	0.052	0	0.295	0.571
GBP1	LAP3	9606.ENSP00000359504	9606.ENSP00000226299	0	0	0	0	0.625	0	0	0	0.625
GBP1	OAS3	9606.ENSP00000359504	9606.ENSP00000228928	0	0	0	0	0.457	0	0	0.583	0.764
GBP1	TNFSF10	9606.ENSP00000359504	9606.ENSP00000241261	0	0	0	0	0.342	0	0	0.287	0.511
GBP1	ZC3HAV1	9606.ENSP00000359504	9606.ENSP00000242351	0	0	0	0	0.208	0	0	0.313	0.433
GBP1	NMI	9606.ENSP00000359504	9606.ENSP00000243346	0	0	0	0	0.471	0	0	0.149	0.531
GBP1	IRF1	9606.ENSP00000359504	9606.ENSP00000245414	0	0	0	0	0.566	0	0	0.625	0.830
GBP1	TRIM21	9606.ENSP00000359504	9606.ENSP00000254436	0	0	0	0	0.440	0	0	0.291	0.586
GBP1	PLAAT4	9606.ENSP00000359504	9606.ENSP00000255688	0	0	0	0	0.403	0.063	0	0.125	0.467
GBP1	OASL	9606.ENSP00000359504	9606.ENSP00000257570	0	0	0	0	0.350	0	0	0.596	0.727
GBP1	SP110	9606.ENSP00000359504	9606.ENSP00000258381	0	0	0	0	0.483	0	0	0.102	0.516
GBP1	RTP4	9606.ENSP00000359504	9606.ENSP00000259030	0	0	0	0	0.492	0	0	0.644	0.811
GBP1	HLA-F	9606.ENSP00000359504	9606.ENSP00000259951	0	0	0	0	0.312	0	0	0.192	0.420
GBP1	NLRC5	9606.ENSP00000359504	9606.ENSP00000262510	0	0	0	0	0.369	0	0	0.218	0.486
GBP1	HERC6	9606.ENSP00000359504	9606.ENSP00000264346	0	0	0	0	0.276	0	0	0.325	0.490
GBP1	HERC5	9606.ENSP00000359504	9606.ENSP00000264350	0	0	0	0	0.271	0	0	0.451	0.583
GBP1	IL15	9606.ENSP00000359504	9606.ENSP00000296545	0	0	0	0	0.314	0	0	0.250	0.464
GBP1	TLR3	9606.ENSP00000359504	9606.ENSP00000296795	0	0	0	0	0.188	0	0	0.328	0.431
GBP1	ISG20	9606.ENSP00000359504	9606.ENSP00000306565	0	0	0	0	0.206	0	0	0.739	0.784
GBP1	STAT2	9606.ENSP00000359504	9606.ENSP00000315768	0	0	0	0	0.269	0	0	0.454	0.584
GBP1	SAMD9L	9606.ENSP00000359504	9606.ENSP00000326247	0	0	0	0	0.645	0.057	0	0.377	0.773
GBP1	IFITM1	9606.ENSP00000359504	9606.ENSP00000330825	0	0	0	0	0.224	0.064	0	0.545	0.640
GBP1	MX2	9606.ENSP00000359504	9606.ENSP00000333657	0	0	0	0	0.263	0	0	0.505	0.620
GBP1	OAS2	9606.ENSP00000359504	9606.ENSP00000342278	0	0	0	0	0.467	0	0	0.697	0.832
GBP1	IFI6	9606.ENSP00000359504	9606.ENSP00000342513	0	0	0	0	0.267	0	0	0.584	0.682
GBP1	SP100	9606.ENSP00000359504	9606.ENSP00000343023	0	0	0	0	0.334	0	0	0.174	0.426
GBP1	TRIM14	9606.ENSP00000359504	9606.ENSP00000344208	0	0	0	0	0.170	0	0	0.441	0.516
GBP1	PLSCR1	9606.ENSP00000359504	9606.ENSP00000345494	0	0	0	0	0.427	0	0	0.398	0.640
GBP1	TAP1	9606.ENSP00000359504	9606.ENSP00000346206	0	0	0	0	0.745	0.045	0	0.191	0.786
GBP1	PARP9	9606.ENSP00000359504	9606.ENSP00000353512	0	0	0	0	0.716	0	0	0.372	0.814
GBP1	STAT1	9606.ENSP00000359504	9606.ENSP00000354394	0	0	0	0	0.790	0	0.500	0.734	0.969
GBP1	XAF1	9606.ENSP00000359504	9606.ENSP00000354822	0	0	0	0	0.488	0	0	0.442	0.702
GBP1	IFI16	9606.ENSP00000359504	9606.ENSP00000357113	0	0	0	0	0.360	0	0	0.476	0.651
GBP1	GBP5	9606.ENSP00000359504	9606.ENSP00000359488	0	0	0.056	0.969	0.783	0.573	0	0.070	0.908
GBP1	UBD	9606.ENSP00000359504	9606.ENSP00000366249	0	0	0	0	0.269	0	0	0.230	0.413
GBP1	IFITM2	9606.ENSP00000359504	9606.ENSP00000484689	0	0	0	0	0.139	0	0	0.348	0.414
GBP1	LY6E	9606.ENSP00000359504	9606.ENSP00000428572	0	0	0	0	0.155	0	0	0.368	0.443
GBP1	SOCS1	9606.ENSP00000359504	9606.ENSP00000496577	0	0	0	0	0.215	0	0	0.322	0.445
GBP1	PSME1	9606.ENSP00000359504	9606.ENSP00000372155	0	0	0	0	0.261	0.071	0	0.265	0.452
GBP1	TAPBP	9606.ENSP00000359504	9606.ENSP00000404833	0	0	0	0	0.296	0	0	0.257	0.455
GBP1	NEK6	9606.ENSP00000359504	9606.ENSP00000362702	0	0	0	0	0.062	0	0	0.452	0.464
GBP1	TAP2	9606.ENSP00000359504	9606.ENSP00000364032	0	0	0	0	0.463	0.045	0	0.041	0.465
GBP1	IFNB1	9606.ENSP00000359504	9606.ENSP00000369581	0	0	0	0	0.114	0	0	0.479	0.518
GBP1	HLA-C	9606.ENSP00000359504	9606.ENSP00000365402	0	0	0	0	0.195	0	0	0.461	0.547
GBP1	PIAS1	9606.ENSP00000359504	9606.ENSP00000438574	0	0	0	0	0.079	0	0	0.545	0.563
GBP1	SAMD9	9606.ENSP00000359504	9606.ENSP00000369292	0	0	0	0	0.434	0.057	0	0.279	0.581
GBP1	PARP14	9606.ENSP00000359504	9606.ENSP00000418194	0	0	0	0	0.489	0	0	0.291	0.622
GBP1	IFITM3	9606.ENSP00000359504	9606.ENSP00000382707	0	0	0	0	0.251	0.064	0	0.507	0.624
GBP1	JAK2	9606.ENSP00000359504	9606.ENSP00000371067	0	0	0	0	0.275	0	0	0.517	0.635
GBP1	PSMB8	9606.ENSP00000359504	9606.ENSP00000364016	0	0	0	0	0.448	0.046	0	0.373	0.641
GBP1	IFI27	9606.ENSP00000359504	9606.ENSP00000483430	0	0	0	0	0.202	0	0	0.574	0.645
GBP1	IRF9	9606.ENSP00000359504	9606.ENSP00000380073	0	0	0	0	0.360	0	0	0.506	0.670
GBP1	TRIM22	9606.ENSP00000359504	9606.ENSP00000369299	0	0	0	0	0.505	0	0	0.373	0.676
GBP1	IFIT5	9606.ENSP00000359504	9606.ENSP00000360860	0	0	0	0	0.374	0	0	0.507	0.678
GBP1	HLA-B	9606.ENSP00000359504	9606.ENSP00000399168	0	0	0	0	0.293	0	0	0.641	0.735
GBP1	IFI35	9606.ENSP00000359504	9606.ENSP00000395590	0	0	0	0	0.480	0	0	0.518	0.738
GBP1	PSMB9	9606.ENSP00000359504	9606.ENSP00000363993	0	0	0	0	0.567	0	0	0.435	0.745
GBP1	OAS1	9606.ENSP00000359504	9606.ENSP00000388001	0	0	0	0	0.371	0	0	0.618	0.750
GBP1	ISG15	9606.ENSP00000359504	9606.ENSP00000496832	0	0	0	0	0.341	0	0	0.643	0.754
GBP1	IFI44L	9606.ENSP00000359504	9606.ENSP00000359787	0	0	0	0	0.476	0	0	0.581	0.771
GBP1	IRF7	9606.ENSP00000359504	9606.ENSP00000380697	0	0	0	0	0.312	0.084	0	0.691	0.788
GBP1	RSAD2	9606.ENSP00000359504	9606.ENSP00000371471	0	0	0	0	0.510	0	0	0.591	0.791
GBP1	IFIT1	9606.ENSP00000359504	9606.ENSP00000360869	0	0	0	0	0.370	0	0	0.735	0.826
GBP1	IFIT2	9606.ENSP00000359504	9606.ENSP00000490935	0	0	0	0	0.468	0	0	0.728	0.849
GBP1	IFI44	9606.ENSP00000359504	9606.ENSP00000359783	0	0	0	0	0.525	0	0	0.729	0.865
GBP1	MX1	9606.ENSP00000359504	9606.ENSP00000381601	0	0	0	0	0.382	0	0	0.791	0.865
GBP1	IFIH1	9606.ENSP00000359504	9606.ENSP00000497271	0	0	0	0	0.647	0.074	0	0.636	0.870
GBP1	IFIT3	9606.ENSP00000359504	9606.ENSP00000360876	0	0	0	0	0.644	0	0	0.721	0.896
GBP5	USP18	9606.ENSP00000359488	9606.ENSP00000215794	0	0	0	0	0.173	0	0	0.326	0.419
GBP5	PSME2	9606.ENSP00000359488	9606.ENSP00000216802	0	0	0	0	0.408	0.052	0	0	0.414
GBP5	LAP3	9606.ENSP00000359488	9606.ENSP00000226299	0	0	0	0	0.422	0	0	0	0.422
GBP5	OAS3	9606.ENSP00000359488	9606.ENSP00000228928	0	0	0	0	0.292	0	0	0.413	0.566
GBP5	IRF1	9606.ENSP00000359488	9606.ENSP00000245414	0	0	0	0	0.599	0	0	0.515	0.797
GBP5	TRIM21	9606.ENSP00000359488	9606.ENSP00000254436	0	0	0	0	0.269	0	0	0.319	0.482
GBP5	OASL	9606.ENSP00000359488	9606.ENSP00000257570	0	0	0	0	0.269	0	0	0.418	0.556
GBP5	SP110	9606.ENSP00000359488	9606.ENSP00000258381	0	0	0	0	0.354	0	0	0.121	0.407
GBP5	RTP4	9606.ENSP00000359488	9606.ENSP00000259030	0	0	0	0	0.353	0	0	0.174	0.442
GBP5	NLRC5	9606.ENSP00000359488	9606.ENSP00000262510	0	0	0	0	0.380	0	0	0.260	0.522
GBP5	HERC5	9606.ENSP00000359488	9606.ENSP00000264350	0	0	0	0	0.241	0	0	0.336	0.474
GBP5	ISG20	9606.ENSP00000359488	9606.ENSP00000306565	0	0	0	0	0.244	0	0	0.406	0.532
GBP5	STAT2	9606.ENSP00000359488	9606.ENSP00000315768	0	0	0	0	0.245	0	0	0.339	0.480
GBP5	SAMD9L	9606.ENSP00000359488	9606.ENSP00000326247	0	0	0	0	0.629	0.057	0	0.259	0.718
GBP5	IFITM1	9606.ENSP00000359488	9606.ENSP00000330825	0	0	0	0	0.162	0.064	0	0.348	0.444
GBP5	MX2	9606.ENSP00000359488	9606.ENSP00000333657	0	0	0	0	0.226	0	0	0.505	0.601
GBP5	OAS2	9606.ENSP00000359488	9606.ENSP00000342278	0	0	0	0	0.309	0	0	0.447	0.601
